ApplicantID,Name,Age,Category,Parent_Income,Tier,City,Qualification,Experience,Sector,Skills,ResumeText
cbd00ef2,Chaaya Parmer,24,General,1271611,Tier-1,Hyderabad,12th,2,Banking & Finance,"sql, accounting, finance","Corporis minus natus recusandae cumque aspernatur. Nulla dolores totam corporis itaque ducimus. Pariatur tempore iure enim molestias. Skills: sql, accounting, finance Projects: Ipsam exercitationem nesciunt odit."
74f33103,Rushil Rajagopalan,26,SC,1448660,Tier-2,Lucknow,Diploma,0,Agriculture,"soil, sustainability, agri","Dolores nemo nemo voluptatibus. Accusantium rerum id ab sint. Tenetur quia rerum. Skills: soil, sustainability, agri Projects: Quod dolorem reiciendis dolor deleniti."
b88ec318,Gunbir Baral,20,OBC,421305,Tier-3,Raipur,10th,1,Education,"content, teaching","Alias facilis consectetur tenetur eveniet impedit. Consequatur molestiae voluptas minus totam. Skills: content, teaching Projects: Ducimus repudiandae laboriosam rem."
cde22f1c,Upadhriti Borra,21,General,852248,Tier-2,Jaipur,Graduation,0,Defence,"radar, navigation, aerospace","Similique quam voluptatem voluptas rem. At hic eaque commodi fuga quibusdam. Skills: radar, navigation, aerospace Projects: Nesciunt reprehenderit velit autem doloremque."
f1738856,Timothy Bhatnagar,23,General,1434189,Tier-2,Patna,Graduation,0,Consulting,"analysis, strategy","Officiis blanditiis aliquid alias voluptatum. Atque suscipit consequatur iste. In quia culpa impedit aut laudantium illum. Skills: analysis, strategy Projects: Adipisci fuga ipsam veritatis sequi."
5e09a9ee,Darsh Rao,22,General,597807,Tier-2,Patna,Post-Graduation,0,Banking & Finance,"analysis, sql, finance, accounting, risk","Voluptas veniam repudiandae at distinctio. Voluptas amet ex voluptates ratione dignissimos rerum mollitia. Skills: analysis, sql, finance, accounting, risk Projects: Dolor sit eveniet corporis tempore a similique corporis."
cc6b66e5,Imaran Bal,18,OBC,584191,Tier-2,Patna,Graduation,0,Education,"teaching, content, nlp","Facere ratione nihil. Cupiditate amet qui. Skills: teaching, content, nlp Projects: Beatae aperiam ipsum facere nisi iste dolore."
c8819065,Tara Balasubramanian,26,General,708328,Tier-2,Bhubaneswar,Diploma,0,Healthcare,"clinical, bio","Sed incidunt autem quae ipsam tempore eum. Aperiam eius odio molestias. Skills: clinical, bio Projects: Fugit nisi eos magni inventore recusandae."
a6a27967,Qushi Seth,22,General,931739,Tier-2,Bhubaneswar,12th,1,Education,"research, nlp, teaching, content","Excepturi iste impedit atque incidunt pariatur. Veritatis porro labore at assumenda inventore. Skills: research, nlp, teaching, content Projects: Repellat nam nesciunt natus eveniet commodi."
f0ede303,Charan Mani,26,General,976492,Tier-2,Patna,12th,1,IT & Software,"aws, react, ml","Expedita neque distinctio omnis dolore. Expedita nam beatae eius. Rem sapiente voluptate repellendus nostrum. Ad ut repudiandae eaque debitis praesentium est. Skills: aws, react, ml Projects: Expedita delectus corporis omnis architecto qui."
bf012e32,Krisha Saini,21,General,1460954,Tier-3,Gaya,12th,0,Manufacturing,"quality, robotics, cad, safety","Culpa est eveniet velit nisi sunt. Culpa nulla perferendis earum. Laborum ipsam earum quidem beatae inventore. Skills: quality, robotics, cad, safety Projects: Perspiciatis nihil minima est dolore."
01f7c7ec,Charvi Kakar,24,General,1370713,Tier-1,Chennai,12th,2,IT & Software,"docker, aws","Enim blanditiis libero inventore consectetur. Provident magnam rerum rem asperiores similique aliquam. Skills: docker, aws Projects: Itaque aspernatur est."
b5a1b949,Bimala Contractor,18,OBC,418861,Tier-1,Hyderabad,Graduation,2,Healthcare,"nursing, bio, public health, clinical","Vitae cupiditate veniam. Rerum ullam at sapiente doloribus nihil minima. Sit quia dolore quod asperiores odio. Skills: nursing, bio, public health, clinical Projects: Magni temporibus expedita quas reprehenderit repellendus dolores."
2c6a6e9a,Faqid Goel,25,General,1198970,Tier-2,Jaipur,12th,1,Banking & Finance,"analysis, sql, finance, excel, risk","Iure natus neque perspiciatis sunt officia voluptates. Sint occaecati corrupti architecto ipsam esse. Nihil explicabo asperiores iure alias. Rerum asperiores sint sequi nostrum magni. Skills: analysis, sql, finance, excel, risk Projects: Neque veritatis qui aliquam tenetur nemo deleniti."
269ed4c9,Shravya Chauhan,21,General,972479,Tier-3,Kota,Diploma,0,Healthcare,"bio, clinical, nursing, public health","Magnam cupiditate dolorum ipsa. Minima non facilis ullam harum quo. Amet occaecati ex ex nam harum dolorum sed. Skills: bio, clinical, nursing, public health Projects: Sit ex nesciunt consequuntur expedita voluptas praesentium hic."
15b02530,Krisha Narasimhan,19,General,853283,Tier-3,Gaya,12th,0,Defence,"radar, aerospace","Atque perferendis magni accusantium est veritatis exercitationem. Deleniti voluptatum culpa eos ratione magni molestiae. Skills: radar, aerospace Projects: Alias excepturi quisquam consectetur fugiat cum rerum."
e7147668,Raksha Bassi,24,General,866792,Tier-3,Ranchi,10th,2,Defence,"aerospace, embedded, radar","Perspiciatis dolores ipsam eligendi quibusdam ipsum. Dolores vitae quos temporibus deserunt perspiciatis necessitatibus. Iure eligendi fugit minima vitae repellendus. Skills: aerospace, embedded, radar Projects: Consequuntur dolorum odit soluta mollitia aut sapiente sed."
290a3abb,Shivani Varghese,18,General,622386,Tier-2,Bhubaneswar,Graduation,1,Defence,"radar, embedded, aerospace","At tenetur repellendus suscipit ut impedit. Magnam doloremque voluptatum fugiat adipisci ut. Skills: radar, embedded, aerospace Projects: Recusandae consequuntur enim rerum possimus consequuntur."
9d8776a0,Fariq Bahl,18,General,876320,Tier-3,Varanasi,Post-Graduation,2,Education,"content, research, teaching","Rerum molestias quas minus beatae. Dolores commodi dolores odit numquam. Skills: content, research, teaching Projects: Beatae temporibus nisi accusamus."
b7f28572,Bishakha Sanghvi,25,General,845038,Tier-1,Chennai,12th,0,Education,"teaching, content","Explicabo necessitatibus deleniti pariatur minima facere veritatis molestias. Skills: teaching, content Projects: Mollitia hic iusto odio voluptatem ducimus accusamus."
3dba6da8,Gaurangi Deol,21,OBC,1181243,Tier-2,Bhubaneswar,Diploma,0,Education,"teaching, content, nlp","Molestias repellendus cupiditate quod iure possimus. Skills: teaching, content, nlp Projects: Delectus consequatur quaerat velit alias dicta ratione suscipit."
83f02dc7,Urvashi Kulkarni,21,General,314704,Tier-1,Mumbai,10th,1,IT & Software,"python, sql, java","Enim similique aliquid omnis earum. Skills: python, sql, java Projects: Ipsa id ipsam vero excepturi deleniti."
ec9f9c54,Fitan Samra,24,General,1263589,Tier-2,Jaipur,Diploma,0,Agriculture,"agri, foodtech, soil, sustainability","Nobis reprehenderit molestias eum aspernatur optio. Ipsum quaerat cumque ipsam ipsum. Skills: agri, foodtech, soil, sustainability Projects: Nostrum ipsa odit recusandae animi perferendis."
cd14a03e,Azaan Dhar,26,General,1236846,Tier-1,Kolkata,Diploma,0,Healthcare,"public health, nursing, bio, clinical","Alias architecto quod facilis fugit necessitatibus. Corrupti ipsum fuga ipsam asperiores consequuntur facilis et. Dolorum beatae quasi libero harum. Blanditiis quod provident dolor nostrum possimus voluptatum. Skills: public health, nursing, bio, clinical Projects: Commodi sequi iste tempore ipsum."
f7b217c7,Idika Bhattacharyya,25,OBC,271331,Tier-1,Kolkata,Diploma,1,Defence,"navigation, aerospace, radar, embedded","Enim error culpa quae praesentium cupiditate facere. Commodi dicta consequuntur ratione ad. Nemo iusto voluptatem consectetur sunt aperiam id. Skills: navigation, aerospace, radar, embedded Projects: Minima quisquam reprehenderit asperiores voluptas odit ipsum."
20da8972,Kai Sant,23,SC,963465,Tier-1,Hyderabad,Diploma,2,Education,"research, nlp, content, teaching","Rerum maxime esse cum. Exercitationem velit tempora sapiente dolorum. Earum numquam nostrum atque odit nihil neque. Skills: research, nlp, content, teaching Projects: Omnis quam non sapiente."
dd20c3bf,Finn Bath,23,General,755474,Tier-2,Bhubaneswar,Graduation,0,Banking & Finance,"risk, sql, analysis","Officiis quisquam impedit odit libero. Molestias odit error doloribus rem illo iste porro. Ipsam laborum dignissimos non. Skills: risk, sql, analysis Projects: Similique eum voluptates exercitationem id quis."
51b1943c,Unnati Das,21,General,1215578,Tier-2,Patna,Post-Graduation,0,Healthcare,"clinical, bio, public health","Dolorum atque enim fugit nostrum dolorum sint. Repellendus ut quam deleniti. Skills: clinical, bio, public health Projects: Libero maiores libero est."
64ab851b,Wridesh Kale,19,General,1079326,Tier-2,Nagpur,10th,1,Education,"nlp, research","Aliquid eligendi nisi sapiente perferendis enim. Sed inventore sunt. Quisquam facilis id necessitatibus deserunt mollitia. Harum ipsum mollitia repudiandae. Skills: nlp, research Projects: Perspiciatis blanditiis voluptate hic recusandae excepturi vel quidem."
66c14dca,Chakradev Barad,23,OBC,942346,Tier-3,Varanasi,Diploma,2,Education,"research, content, nlp","Rem maxime corrupti tempora consequuntur ut. Cum voluptatibus qui error excepturi repudiandae. Skills: research, content, nlp Projects: Laudantium natus labore accusantium ex autem impedit."
b9aed8e4,Urvi Lanka,26,ST,453878,Tier-2,Patna,10th,0,Agriculture,"agri, sustainability","Dolorem amet laboriosam minima quam quo fugit. Adipisci veniam beatae accusantium et. Impedit dignissimos magnam nostrum. Sit quasi aperiam consequuntur dignissimos eveniet optio. Skills: agri, sustainability Projects: Fugiat vero itaque modi molestias perspiciatis sint."
b17cfb21,Veda Handa,22,General,527066,Tier-1,Mumbai,12th,0,Manufacturing,"robotics, quality, cad, safety, automation","Nam dolore voluptate error enim. Porro laborum laboriosam natus vel. Skills: robotics, quality, cad, safety, automation Projects: Enim nemo molestiae tempore hic."
cdfb4db9,Bina Basak,18,OBC,314827,Tier-2,Lucknow,10th,1,Manufacturing,"quality, robotics","Expedita ipsam ducimus laboriosam. Repudiandae earum natus earum autem. Skills: quality, robotics Projects: Dolores amet temporibus dolorem doloremque aut ex iusto."
01539221,Niharika Soni,24,General,1051870,Tier-2,Bhubaneswar,10th,0,Consulting,"analysis, strategy, presentation","Quidem enim eligendi animi quisquam. Doloremque qui sed alias ullam in saepe. Voluptatum id libero. Skills: analysis, strategy, presentation Projects: Soluta ab necessitatibus autem voluptatem."
a42d0cd7,Krish Thaman,21,SC,922780,Tier-1,Mumbai,Post-Graduation,2,IT & Software,"java, ml, python, dl","Deserunt beatae cum itaque ducimus. Accusamus excepturi eos perferendis. Cupiditate sequi tempore repudiandae maiores. Skills: java, ml, python, dl Projects: Id atque voluptatem labore."
42c2d2eb,Warinder Sekhon,21,General,1328488,Tier-2,Bhubaneswar,12th,0,Education,"nlp, content, teaching","Error quam accusamus officiis possimus aperiam. Iure cum placeat unde. Skills: nlp, content, teaching Projects: Porro odit velit facilis dolore."
27372b52,Kashvi Sagar,25,General,55611,Tier-1,Mumbai,Graduation,1,Banking & Finance,"sql, accounting, excel","Quidem reiciendis repudiandae quis perspiciatis nisi ratione. Ipsum provident aspernatur natus aperiam molestias magnam. Modi cum sequi ipsam perspiciatis quaerat laborum. Skills: sql, accounting, excel Projects: Ipsum animi consequatur impedit natus nam perferendis."
655ce508,Aarush Kamdar,24,General,1360841,Tier-2,Patna,12th,2,Healthcare,"bio, nursing, clinical, public health","Aliquid exercitationem aperiam voluptatibus. Voluptates iusto enim debitis. Quisquam voluptatem officia in. Ipsum totam fugiat aspernatur vitae soluta. Skills: bio, nursing, clinical, public health Projects: Officiis expedita debitis modi."
fa8dae42,Aarush Bajaj,22,General,397965,Tier-3,Varanasi,Post-Graduation,0,Healthcare,"public health, nursing, clinical","Perferendis molestias minus reprehenderit dolorum expedita eius. Adipisci optio nostrum vel. Skills: public health, nursing, clinical Projects: Dolores architecto nisi."
b40a9181,Yash Basu,24,OBC,218698,Tier-3,Kota,10th,2,Consulting,"presentation, analysis, excel, strategy","Doloremque dolor sint animi magnam enim. Eum nisi perferendis eum error corporis optio. Impedit eius nam nihil quasi. Skills: presentation, analysis, excel, strategy Projects: Numquam incidunt libero voluptas."
61935990,Omaja Rege,20,General,615205,Tier-1,Delhi,10th,2,Agriculture,"agri, sustainability","Fugiat quidem labore sed error. Rem totam natus voluptas. Skills: agri, sustainability Projects: Minus harum ducimus ex aspernatur ipsum fuga."
30c36756,Amrita Purohit,23,General,1035683,Tier-2,Jaipur,Graduation,0,Consulting,"presentation, excel, analysis, strategy","Aliquam asperiores rem nesciunt perferendis dolor distinctio tenetur. Vero accusamus vel vitae blanditiis. Totam possimus provident id dolores eum eligendi. Modi facere ea maiores libero atque voluptatem. Skills: presentation, excel, analysis, strategy Projects: Quis eum dicta est aliquid sint qui."
ef4c5119,Chakrika Dua,19,General,1203636,Tier-1,Bangalore,Graduation,0,Banking & Finance,"analysis, risk, finance, sql, excel","Dolorem necessitatibus doloribus mollitia velit excepturi. Vitae odit laudantium cumque recusandae cumque quam. Skills: analysis, risk, finance, sql, excel Projects: Delectus suscipit voluptatibus vero minima saepe asperiores."
c3abb5f1,Nitara Devan,23,OBC,163674,Tier-1,Chennai,Post-Graduation,0,Defence,"aerospace, navigation, radar, embedded","Architecto corrupti dolor iste aperiam. Totam omnis accusamus minus illum accusantium quam modi. Accusantium repellat perferendis rem tenetur. Ullam minima dolores nulla. Skills: aerospace, navigation, radar, embedded Projects: Repellendus eaque id fuga illo."
b27e1442,Charita Buch,25,SC,1201797,Tier-3,Ranchi,Diploma,0,Consulting,"analysis, presentation","Illo fugiat labore odio. Skills: analysis, presentation Projects: Assumenda sapiente officia ex."
1869a217,Victor Kakar,24,General,1205193,Tier-1,Delhi,Post-Graduation,0,Consulting,"analysis, excel, strategy, presentation","Earum unde placeat eligendi molestiae omnis debitis. Accusamus dignissimos corporis reprehenderit reprehenderit ut. Cum dolores rerum harum tempore. Skills: analysis, excel, strategy, presentation Projects: Fugit qui ratione porro aspernatur quia."
6fe5040b,Faqid Oak,21,General,921346,Tier-2,Lucknow,Graduation,1,Banking & Finance,"risk, finance, sql","Veritatis id quo adipisci earum voluptatibus laudantium explicabo. Inventore perspiciatis optio assumenda nulla reiciendis. Aspernatur culpa quae odio. Et autem a est facere earum. Skills: risk, finance, sql Projects: Assumenda inventore nam maiores."
5a9a206a,Ekta Rajan,18,General,762770,Tier-2,Jaipur,Diploma,2,Manufacturing,"cad, robotics, automation","Impedit quod quam nam voluptatibus. Skills: cad, robotics, automation Projects: Nemo cumque fugit consequuntur error."
2ace1aa9,Anya Sama,26,General,773777,Tier-3,Agra,Post-Graduation,0,Agriculture,"foodtech, agri, soil, sustainability","Quos facere velit quam libero nulla itaque. Esse veniam ex nulla. Skills: foodtech, agri, soil, sustainability Projects: Ipsam inventore reprehenderit officiis nisi error."
336b00cb,Dipta Goel,25,OBC,911457,Tier-1,Hyderabad,Diploma,0,Defence,"embedded, aerospace","Eos possimus laudantium nemo doloribus fugiat. Facilis ut dicta voluptatum debitis quisquam. Veritatis iure provident. Skills: embedded, aerospace Projects: Reiciendis rerum architecto sed recusandae perferendis."
3df51967,Mitesh Sampath,26,SC,260479,Tier-2,Jaipur,10th,1,Education,"teaching, nlp, content","Ipsum nisi neque modi. Molestiae ratione facere tempora modi odit. Autem dolorum optio cumque. Skills: teaching, nlp, content Projects: Aliquid voluptates perspiciatis id quibusdam vitae inventore ab."
bf31c29f,Sanaya Prasad,23,SC,1357069,Tier-3,Varanasi,10th,1,IT & Software,"sql, java, ml, flask, react","Quo nihil magnam exercitationem ad autem impedit. Blanditiis velit consequuntur est. Quos maxime expedita atque quam iste architecto. Skills: sql, java, ml, flask, react Projects: Repellat beatae sed."
ccd015c1,Yagnesh Varty,19,General,1373640,Tier-2,Bhubaneswar,12th,0,Education,"teaching, research, nlp, content","Cum nam vero doloremque illo delectus odit. Hic qui sunt ipsum inventore a. Skills: teaching, research, nlp, content Projects: Dignissimos quibusdam repellat aperiam aut."
5da49cb9,Ronith Shankar,23,SC,678025,Tier-3,Raipur,10th,0,Banking & Finance,"risk, excel","Perferendis laudantium vitae et harum. Nesciunt expedita sapiente nulla repellendus provident. Skills: risk, excel Projects: Ullam nihil perferendis est dolores."
b1850eb8,Yasti Rama,20,General,1236837,Tier-2,Patna,12th,0,Agriculture,"soil, agri, foodtech","Consequuntur fugit delectus odio possimus officia voluptatum mollitia. Enim deleniti sapiente nulla sint veritatis laborum. Repellendus vitae magnam libero placeat. Skills: soil, agri, foodtech Projects: Quae ipsam cumque natus recusandae dolore."
89a0b7eb,Om Shankar,22,General,350139,Tier-3,Raipur,Graduation,0,Education,"nlp, research","Mollitia beatae beatae quod reprehenderit facilis reprehenderit. Quis ipsam dolor. Aut rerum quibusdam error voluptatum ipsum. Skills: nlp, research Projects: Similique assumenda sint blanditiis repellat distinctio."
59c2f153,Noah Dewan,22,General,1282227,Tier-2,Patna,Graduation,0,IT & Software,"java, docker, sql","Rem necessitatibus minus nisi cumque. Enim eaque similique voluptates perspiciatis. Skills: java, docker, sql Projects: Consequatur quibusdam illum animi."
207bbe21,Zaid Dhingra,22,ST,1249408,Tier-1,Chennai,Post-Graduation,0,Agriculture,"agri, foodtech, soil","Quis perspiciatis laudantium neque eaque. Fugiat asperiores recusandae quisquam illo quibusdam. Iste laborum neque sit sed at. Skills: agri, foodtech, soil Projects: Odio possimus sed recusandae id voluptas repudiandae."
d40e53ce,Geetika De,21,OBC,1321726,Tier-1,Hyderabad,Diploma,1,Agriculture,"sustainability, agri, foodtech","Ratione tempora quis aliquid numquam saepe accusamus. Ipsam a vero dicta. Sunt error soluta soluta. Skills: sustainability, agri, foodtech Projects: Omnis dolorum fuga temporibus."
a0279a18,Vivaan Sanghvi,18,General,1432403,Tier-1,Hyderabad,10th,0,Defence,"navigation, embedded","A labore consequatur dolorem. Ab possimus repellendus voluptates in consequatur. Skills: navigation, embedded Projects: Dolorem at rem aut."
231ae7c7,Kiaan Dhar,21,General,735179,Tier-1,Kolkata,12th,1,Consulting,"analysis, strategy, presentation","Natus nostrum cum expedita distinctio quibusdam ullam. Placeat similique assumenda aut quibusdam nihil fugit vitae. Skills: analysis, strategy, presentation Projects: Ratione dolorum officia dolorum nobis quam."
b0c30a59,Charvi Jha,25,ST,668956,Tier-3,Agra,10th,0,Defence,"radar, embedded, navigation","Magni quibusdam eos amet tempore veritatis libero beatae. Odit architecto suscipit accusamus facere et harum. In molestias cupiditate iusto voluptates asperiores nesciunt. Skills: radar, embedded, navigation Projects: Ea aliquam aperiam."
495743a2,Pallavi Ratti,25,General,604609,Tier-1,Hyderabad,10th,2,Manufacturing,"quality, robotics, cad, automation, safety","Modi corrupti assumenda aspernatur ullam voluptate culpa. Hic odio rerum perspiciatis architecto praesentium. Skills: quality, robotics, cad, automation, safety Projects: Animi assumenda ipsa iste non."
a8761e85,Jagdish Arora,23,SC,102480,Tier-3,Ranchi,Post-Graduation,2,Agriculture,"sustainability, agri, foodtech, soil","Cum veritatis minima. Cumque consectetur quos eaque suscipit. Skills: sustainability, agri, foodtech, soil Projects: Ex inventore minima."
